200c87a0 %
62f520b4 TickRatePerXSeconds
30ba6d25 TickTime
7192629c TicksBeforeDeath
6df27940 TicksPerSecond
5c51b509 Tier
41625795 Tier1PalisadeGold
583add Tier1SRPalisadeCount
b12f1bf6 Tier1_ExplosionRadius
c6abf485 Tier2PalisadeCount
9015f877 Tier2PalisadeValue
f36c7908 Tier2_BlowbackAmountBase
fabeeb36 Tier2_BlowbackDistance
3ac2126a Tier2_BlowbackExplosionRadius
94854334 Tier2_BlowbackPercentageDamage
96640d81 Tier2_BlowbackSpreadAngle
cfc9a899 Tier2_NumberOfBlowback
dd2a1108 Tier3_Breakpoint
2285952a Tier3_Burn
c9e6b5b0 Tier3_Burn_Stack_Mult
aa583c5a Tier3_DotLength
4ce7bc61 Tier3_ExecuteThreshold
fa539193 Tier3_ExecuteThresholdStart
3b832da1 Tier3_MonsterCap
dca52b97 Tier3_TrueDamagePercent
cd2e2f9c Tier4_CDR_Per_Attack
bf2b784c TierCost
62b7ac7e TierIncreaseToolTipOnly
8f6b1181 TierUpDamageAmp
9a38aa2f TierUpThreshold
d96d6d77 TimeBeforeDecay
5d869e81 TimeBetweenAttacks
e754ec35 TimeBetweenBounces
ca0d7079 TimeBetweenEnvelopes
a38bdcc6 TimeBetweenHits
54f0fb0 TimeBetweenSnax
a998eb0c TimeBetweenStackAddition
c6d82636 TimeBetweenTicks
b09a4aae TimeBetweenVesselTentacleSlams
c48cdec2 TimeBetweenWaves
39a0b80 TimeRemaining
2f2b53a0 TimeToAfterburners
adf5bde1 TimeToAmp
cc2b7f81 TimeToCastE2
d7b2242e TimeToExplode
19effb90 TimeToFullCharge
bcc8e351 TimeToLast
ae3d532f TimeToMaxRadius
bc639869 TimeUntilNextStackFromSameSpell
f162dce TimeUntilStarLands
5c68ed22 Timer
d429535e TimerDuration
14f72c9 TimerText
9865b509 Title
d198b828 ToggleCooldown
4f0a0512 ToolTipAllyMod
defe5eb0 Tooltip
54d6729d TooltipAPMax
5ec2faa3 TooltipAPMin
9e7dcb31 TooltipAttackRange
c0cd66c5 TooltipBurnDuration
e2be9d9f TooltipCDR
c7e86bed TooltipCDRefund
8a2e45df TooltipChimeDamageCheckpoint
2b3405e1 TooltipCooldown
15da7626 TooltipCougarMinimumDamage
f2132d6e TooltipCurrentHealthDamage
453c2b4b TooltipDaggerReduction
af204103 TooltipDaisyDamage
e1c6a1b6 TooltipDaisyDamage1
2543823 TooltipDaisyDamage1Postfix
2dc7d50a TooltipDaisyDamage1Prefix
e0c6a023 TooltipDaisyDamage2
bbc33318 TooltipDaisyDamage2Postfix
1923cd37 TooltipDaisyDamage2Prefix
dfc69e90 TooltipDaisyDamage3
ff9173ed TooltipDaisyDamage3Postfix
fabe110c TooltipDaisyDamage3Prefix
48436521 TooltipDaisyDamageNL
43a2a6d6 TooltipDaisyStun
600cbda5 TooltipDaisyStun1
4063f202 TooltipDaisyStun1Postfix
da278ea9 TooltipDaisyStun1Prefix
5d0cb8ec TooltipDaisyStun2
8a4553a9 TooltipDaisyStun2Postfix
2d4a15c8 TooltipDaisyStun2Prefix
5e0cba7f TooltipDaisyStun3
636d4304 TooltipDaisyStun3Postfix
b148bc13 TooltipDaisyStun3Prefix
fa9a3d8c TooltipDaisyStunNL
426d7ce1 TooltipDamage
625b7b70 TooltipDamage1
61eab94d TooltipDamage1Postfix
50c636ec TooltipDamage1Prefix
655b8029 TooltipDamage2
1103ea66 TooltipDamage2Postfix
1ec95b1d TooltipDamage2Prefix
645b7e96 TooltipDamage3
d358c083 TooltipDamage3Postfix
ea3fe6ea TooltipDamage3Prefix
675b834f TooltipDamage4
5c9a2cf4 TooltipDamage4Postfix
6b34b2c3 TooltipDamage4Prefix
665b81bc TooltipDamage5
90416519 TooltipDamage5Postfix
693b71b8 TooltipDamage5Prefix
f362c0e3 TooltipDamageNL
a953ced1 TooltipDamageTotal
cfea2b72 TooltipFearMS
c05e5c87 TooltipHealthCost
77a9aee1 TooltipImmolatingBurnDamage
e843b7fc TooltipMS
1261fda TooltipMSMax
bf740905 TooltipMSPerStack
ef1cead5 TooltipManaRefund
fd1d7a77 TooltipManaRestore
cc698ee1 TooltipMarkDuration
9b9373dd TooltipMaxArmor
f7664300 TooltipMaxHeal
fa16463 TooltipMaxHealthPercentPer5
66daf857 TooltipMaxStackAP
933b946c TooltipMaxStackHealth
6d4798c9 TooltipMaxStackMana
1d3ebaa7 TooltipMaxStackTime
1b20ba9 TooltipMaxTargetsHit
35589abd TooltipMeleeSiphon
51327936 TooltipMinHeal
51db420 TooltipMinionDamageFlat
47f365aa TooltipMinionDamagePercentHealth
2a5df543 TooltipMissingHealthDamageAmp
a759a4ce TooltipMult
ed3d583b TooltipNomsyAttackDamage
819197be TooltipNomsyAttackDamage1
d2aba0cb TooltipNomsyAttackDamage1Postfix
c48998d2 TooltipNomsyAttackDamage1Prefix
8091962b TooltipNomsyAttackDamage2
2ac2d640 TooltipNomsyAttackDamage2Postfix
581b6b9f TooltipNomsyAttackDamage2Prefix
7f919498 TooltipNomsyAttackDamage3
13ca3bd5 TooltipNomsyAttackDamage3Postfix
6540c3d4 TooltipNomsyAttackDamage3Prefix
aceb7799 TooltipNomsyAttackDamageNL
d8095d6c TooltipOnlyCooldownEndAmount
85d4645d TooltipOnlyCooldownStartAmount
cc843071 TooltipOnly_QCritMultiplier
1d8714b3 TooltipOnly_QStacks
9d500688 TooltipOnly_TotalSweetspotDamage
2111d0cd TooltipPassiveDuration
b8217511 TooltipPassiveMS
61b6b0cd TooltipQADRatio
e664bbcb TooltipRegenPerMissingHealthCalc
67f3d105 TooltipSlotToUnlock
4a4594ed TooltipTakedownCooldownMultiplier
f34bcd47 TooltipTotalDamage
17353812 TooltipTrueDamageCalculation
1b21bd6d TooltipUpgradedSmiteValue
95de7de1 TooltipValue
5ce2952a Tooltip_DurationExtension
687f4797 Tooltip_EEBaseDamage
265dca52 Tooltip_EEBaseDamage1
1b77372f Tooltip_EEBaseDamage1Postfix
7a28d2b6 Tooltip_EEBaseDamage1Prefix
255dc8bf Tooltip_EEBaseDamage2
239dec44 Tooltip_EEBaseDamage2Postfix
4bc1da53 Tooltip_EEBaseDamage2Prefix
245dc72c Tooltip_EEBaseDamage3
5da273e9 Tooltip_EEBaseDamage3Postfix
b0f0e808 Tooltip_EEBaseDamage3Prefix
235dc599 Tooltip_EEBaseDamage4
78fd9236 Tooltip_EEBaseDamage4Postfix
671e352d Tooltip_EEBaseDamage4Prefix
225dc406 Tooltip_EEBaseDamage5
e71ae293 Tooltip_EEBaseDamage5Postfix
f70c1f7a Tooltip_EEBaseDamage5Prefix
a67291b5 Tooltip_EEBaseDamageNL
2029c456 Tooltip_EEDamage
788d6ca2 Tooltip_EESlowAmount
59a1eb69 Tooltip_EESlowAmount1
b2023ea6 Tooltip_EESlowAmount1Postfix
d119ba5d Tooltip_EESlowAmount1Prefix
56a1e6b0 Tooltip_EESlowAmount2
9b58f88d Tooltip_EESlowAmount2Postfix
5692932c Tooltip_EESlowAmount2Prefix
57a1e843 Tooltip_EESlowAmount3
120084b8 Tooltip_EESlowAmount3Postfix
7772b857 Tooltip_EESlowAmount3Prefix
5ca1f022 Tooltip_EESlowAmount4
d5788bdf Tooltip_EESlowAmount4Postfix
e7b10a6 Tooltip_EESlowAmount4Prefix
5da1f1b5 Tooltip_EESlowAmount5
f3a2e8b2 Tooltip_EESlowAmount5Postfix
da5f2059 Tooltip_EESlowAmount5Prefix
1d731058 Tooltip_EESlowAmountNL
1d8c723 Tooltip_EQBaseDamage
fa416156 Tooltip_EQBaseDamage1
b92faa43 Tooltip_EQBaseDamage1Postfix
4785a5aa Tooltip_EQBaseDamage1Prefix
f9415fc3 Tooltip_EQBaseDamage2
85ccaf38 Tooltip_EQBaseDamage2Postfix
355a73d7 Tooltip_EQBaseDamage2Prefix
f8415e30 Tooltip_EQBaseDamage3
f25230d Tooltip_EQBaseDamage3Postfix
147a4eac Tooltip_EQBaseDamage3Prefix
ff416935 Tooltip_EQBaseDamage4
676f1332 Tooltip_EQBaseDamage4Postfix
9846dbd9 Tooltip_EQBaseDamage4Prefix
fe4167a2 Tooltip_EQBaseDamage5
4944b65f Tooltip_EQBaseDamage5Postfix
cc62cc26 Tooltip_EQBaseDamage5Prefix
317ea941 Tooltip_EQBaseDamageNL
a4f37a7a Tooltip_EQDamage
fa3c157f Tooltip_EQFleeDuration
3a9589ca Tooltip_EQFleeDuration1
743c5de7 Tooltip_EQFleeDuration1Postfix
e06787ee Tooltip_EQFleeDuration1Prefix
39958837 Tooltip_EQFleeDuration2
4aa5461c Tooltip_EQFleeDuration2Postfix
daaae82b Tooltip_EQFleeDuration2Prefix
389586a4 Tooltip_EQFleeDuration3
d5da2441 Tooltip_EQFleeDuration3Postfix
84b1bf40 Tooltip_EQFleeDuration3Prefix
37958511 Tooltip_EQFleeDuration4
abc5956e Tooltip_EQFleeDuration4Postfix
72c82465 Tooltip_EQFleeDuration4Prefix
3695837e Tooltip_EQFleeDuration5
85a2828b Tooltip_EQFleeDuration5Postfix
2827292 Tooltip_EQFleeDuration5Prefix
e0d09e7d Tooltip_EQFleeDurationNL
fcb760d1 Tooltip_EWBaseDamage
b4ad80a0 Tooltip_EWBaseDamage1
6205a3dd Tooltip_EWBaseDamage1Postfix
56bce53c Tooltip_EWBaseDamage1Prefix
b7ad8559 Tooltip_EWBaseDamage2
bf7ee2f6 Tooltip_EWBaseDamage2Postfix
4a178ded Tooltip_EWBaseDamage2Prefix
b6ad83c6 Tooltip_EWBaseDamage3
ee30ab53 Tooltip_EWBaseDamage3Postfix
f5cb033a Tooltip_EWBaseDamage3Prefix
b9ad887f Tooltip_EWBaseDamage4
6a1f3d04 Tooltip_EWBaseDamage4Postfix
5d731a13 Tooltip_EWBaseDamage4Prefix
b8ad86ec Tooltip_EWBaseDamage5
90f74da9 Tooltip_EWBaseDamage5Postfix
d97473c8 Tooltip_EWBaseDamage5Prefix
3acfd3d3 Tooltip_EWBaseDamageNL
ac95c718 Tooltip_EWDamage
a81617e5 Tooltip_EWRootDuration
6ec782bc Tooltip_EWRootDuration1
f7826019 Tooltip_EWRootDuration1Postfix
243f6ab8 Tooltip_EWRootDuration1Prefix
71c78775 Tooltip_EWRootDuration2
e4ca6072 Tooltip_EWRootDuration2Postfix
cc864919 Tooltip_EWRootDuration2Prefix
70c785e2 Tooltip_EWRootDuration3
c6a1969f Tooltip_EWRootDuration3Postfix
462f9266 Tooltip_EWRootDuration3Prefix
6bc77e03 Tooltip_EWRootDuration4
dabc0178 Tooltip_EWRootDuration4Postfix
931a4117 Tooltip_EWRootDuration4Prefix
6ac77c70 Tooltip_EWRootDuration5
c92bb44d Tooltip_EWRootDuration5Postfix
bca2fec Tooltip_EWRootDuration5Prefix
355dc687 Tooltip_EWRootDurationNL
b631484b Tooltip_QEBaseDPS
4995180e Tooltip_QEBaseDPS1
44f014bb Tooltip_QEBaseDPS1Postfix
df461102 Tooltip_QEBaseDPS1Prefix
4895167b Tooltip_QEBaseDPS2
eef21230 Tooltip_QEBaseDPS2Postfix
8408398f Tooltip_QEBaseDPS2Prefix
479514e8 Tooltip_QEBaseDPS3
923c1545 Tooltip_QEBaseDPS3Postfix
9187bd04 Tooltip_QEBaseDPS3Prefix
4e951fed Tooltip_QEBaseDPS4
c3ec466a Tooltip_QEBaseDPS4Postfix
a17354f1 Tooltip_QEBaseDPS4Prefix
4d951e5a Tooltip_QEBaseDPS5
56b7417 Tooltip_QEBaseDPS5Postfix
755f999e Tooltip_QEBaseDPS5Prefix
58e258a9 Tooltip_QEBaseDPSNL
ebffcab Tooltip_QEBaseDamage
d23aa66e Tooltip_QEBaseDamage1
5cb3e49b Tooltip_QEBaseDamage1Postfix
393fb862 Tooltip_QEBaseDamage1Prefix
d13aa4db Tooltip_QEBaseDamage2
de8fc210 Tooltip_QEBaseDamage2Postfix
5405fef Tooltip_QEBaseDamage2Prefix
d03aa348 Tooltip_QEBaseDamage3
2b9bf125 Tooltip_QEBaseDamage3Postfix
4177ca64 Tooltip_QEBaseDamage3Prefix
d73aae4d Tooltip_QEBaseDamage4
7698d74a Tooltip_QEBaseDamage4Postfix
6ab01751 Tooltip_QEBaseDamage4Prefix
d63aacba Tooltip_QEBaseDamage5
621e78f7 Tooltip_QEBaseDamage5Postfix
51ca65fe Tooltip_QEBaseDamage5Prefix
16bf1309 Tooltip_QEBaseDamageNL
a875b702 Tooltip_QEDamage
7fb55f09 Tooltip_QEDamagePerSecond
4a692ebf Tooltip_QQBaseDamage
b194498a Tooltip_QQBaseDamage1
f6428ea7 Tooltip_QQBaseDamage1Postfix
9aceeaae Tooltip_QQBaseDamage1Prefix
b09447f7 Tooltip_QQBaseDamage2
b6ba03dc Tooltip_QQBaseDamage2Postfix
12db40eb Tooltip_QQBaseDamage2Prefix
af944664 Tooltip_QQBaseDamage3
7be0701 Tooltip_QQBaseDamage3Postfix
41d7d300 Tooltip_QQBaseDamage3Prefix
ae9444d1 Tooltip_QQBaseDamage4
956ac12e Tooltip_QQBaseDamage4Postfix
4bb6e925 Tooltip_QQBaseDamage4Prefix
ad94433e Tooltip_QQBaseDamage5
e06bc74b Tooltip_QQBaseDamage5Postfix
181ae852 Tooltip_QQBaseDamage5Prefix
751677bd Tooltip_QQBaseDamageNL
aecf6c4f Tooltip_QQBonusDamage
ae87ca5a Tooltip_QQBonusDamage1
652a1817 Tooltip_QQBonusDamage1Postfix
15ce59e Tooltip_QQBonusDamage1Prefix
ad87c8c7 Tooltip_QQBonusDamage2
3b916d4c Tooltip_QQBonusDamage2Postfix
9515c7db Tooltip_QQBonusDamage2Prefix
ac87c734 Tooltip_QQBonusDamage3
bbf3b9b1 Tooltip_QQBonusDamage3Postfix
3ec273b0 Tooltip_QQBonusDamage3Prefix
ab87c5a1 Tooltip_QQBonusDamage4
392880de Tooltip_QQBonusDamage4Postfix
816a89d5 Tooltip_QQBonusDamage4Prefix
aa87c40e Tooltip_QQBonusDamage5
a4aeb8bb Tooltip_QQBonusDamage5Postfix
6b435d02 Tooltip_QQBonusDamage5Prefix
f6dc8f4d Tooltip_QQBonusDamageNL
3103531e Tooltip_QQDamage
c8222225 Tooltip_QWBaseDamage
21bba57c Tooltip_QWBaseDamage1
2dd2f7d9 Tooltip_QWBaseDamage1Postfix
f05ee778 Tooltip_QWBaseDamage1Prefix
24bbaa35 Tooltip_QWBaseDamage2
aaa8ce32 Tooltip_QWBaseDamage2Postfix
95e714d9 Tooltip_QWBaseDamage2Prefix
23bba8a2 Tooltip_QWBaseDamage3
8c7e715f Tooltip_QWBaseDamage3Postfix
ca030526 Tooltip_QWBaseDamage3Prefix
1ebba0c3 Tooltip_QWBaseDamage4
c9066a38 Tooltip_QWBaseDamage4Postfix
32faacd7 Tooltip_QWBaseDamage4Prefix
1dbb9f30 Tooltip_QWBaseDamage5
525ede0d Tooltip_QWBaseDamage5Postfix
121a87ac Tooltip_QWBaseDamage5Prefix
2cee78c7 Tooltip_QWBaseDamageNL
e587c7c9 Tooltip_QWBonusDamage
bbc6cdf3 Tooltip_QWBonusDamageMult
5bf5e866 Tooltip_QWBonusDamageMult1
be2b8a73 Tooltip_QWBonusDamageMult1Postfix
1d749bda Tooltip_QWBonusDamageMult1Prefix
5af5e6d3 Tooltip_QWBonusDamageMult2
4de2bbe8 Tooltip_QWBonusDamageMult2Postfix
5d0686c7 Tooltip_QWBonusDamageMult2Prefix
59f5e540 Tooltip_QWBonusDamageMult3
593f01fd Tooltip_QWBonusDamageMult3Postfix
25acaddc Tooltip_QWBonusDamageMult3Prefix
60f5f045 Tooltip_QWBonusDamageMult4
bbde2522 Tooltip_QWBonusDamageMult4Postfix
c9c11049 Tooltip_QWBonusDamageMult4Prefix
5ff5eeb2 Tooltip_QWBonusDamageMult5
d89e990f Tooltip_QWBonusDamageMult5Postfix
4f418516 Tooltip_QWBonusDamageMult5Prefix
cfc16011 Tooltip_QWBonusDamageMultNL
2a29b1a4 Tooltip_QWDamage
42c42377 Tooltip_WEBaseOnHitDamage
60c38732 Tooltip_WEBaseOnHitDamage1
27811e8f Tooltip_WEBaseOnHitDamage1Postfix
17de5996 Tooltip_WEBaseOnHitDamage1Prefix
5fc3859f Tooltip_WEBaseOnHitDamage2
59624ea4 Tooltip_WEBaseOnHitDamage2Postfix
bcfe3533 Tooltip_WEBaseOnHitDamage2Prefix
5ec3840c Tooltip_WEBaseOnHitDamage3
d8f29c49 Tooltip_WEBaseOnHitDamage3Postfix
38ff8ee8 Tooltip_WEBaseOnHitDamage3Prefix
5dc38279 Tooltip_WEBaseOnHitDamage4
5964f996 Tooltip_WEBaseOnHitDamage4Postfix
7fe82e0d Tooltip_WEBaseOnHitDamage4Prefix
5cc380e6 Tooltip_WEBaseOnHitDamage5
d0e0ff3 Tooltip_WEBaseOnHitDamage5Postfix
e611705a Tooltip_WEBaseOnHitDamage5Prefix
b35e1695 Tooltip_WEBaseOnHitDamageNL
1f813ddc Tooltip_WEOnHitDamage
ae9a0c24 Tooltip_WEOnHitManaRestore
f181050f Tooltip_WEOnHitManaRestore1
a9dc96b4 Tooltip_WEOnHitManaRestore1Postfix
ddbd1183 Tooltip_WEOnHitManaRestore1Prefix
f28106a2 Tooltip_WEOnHitManaRestore2
6bc99b5f Tooltip_WEOnHitManaRestore2Postfix
8bad7326 Tooltip_WEOnHitManaRestore2Prefix
f3810835 Tooltip_WEOnHitManaRestore3
89f3f832 Tooltip_WEOnHitManaRestore3Postfix
579182d9 Tooltip_WEOnHitManaRestore3Prefix
ec80fd30 Tooltip_WEOnHitManaRestore4
31aa080d Tooltip_WEOnHitManaRestore4Postfix
d3c4f5ac Tooltip_WEOnHitManaRestore4Prefix
ed80fec3 Tooltip_WEOnHitManaRestore5
a8519438 Tooltip_WEOnHitManaRestore5Postfix
f4a51ad7 Tooltip_WEOnHitManaRestore5Prefix
af9da456 Tooltip_WEOnHitManaRestoreNL
ac49d634 Tooltip_WQAreaDuration
3d3be9df Tooltip_WQAreaDuration1
6aa06de4 Tooltip_WQAreaDuration1Postfix
3e73e773 Tooltip_WQAreaDuration1Prefix
3e3beb72 Tooltip_WQAreaDuration2
7bc66dcf Tooltip_WQAreaDuration2Postfix
24d4b0d6 Tooltip_WQAreaDuration2Prefix
3f3bed05 Tooltip_WQAreaDuration3
9d90a8e2 Tooltip_WQAreaDuration3Postfix
c90eb709 Tooltip_WQAreaDuration3Prefix
383be200 Tooltip_WQAreaDuration4
8c414fbd Tooltip_WQAreaDuration4Postfix
c5b8c09c Tooltip_WQAreaDuration4Prefix
393be393 Tooltip_WQAreaDuration5
80e376a8 Tooltip_WQAreaDuration5Postfix
e3c45187 Tooltip_WQAreaDuration5Prefix
f723ee66 Tooltip_WQAreaDurationNL
8b3376e8 Tooltip_WQBaseMoveSpeed
fb04179b Tooltip_WQBaseMoveSpeed1
a12b76d0 Tooltip_WQBaseMoveSpeed1Postfix
1d0438af Tooltip_WQBaseMoveSpeed1Prefix
fc04192e Tooltip_WQBaseMoveSpeed2
4912ae5b Tooltip_WQBaseMoveSpeed2Postfix
4e879522 Tooltip_WQBaseMoveSpeed2Prefix
fd041ac1 Tooltip_WQBaseMoveSpeed3
1cf7fe7e Tooltip_WQBaseMoveSpeed3Postfix
4ddc75f5 Tooltip_WQBaseMoveSpeed3Prefix
fe041c54 Tooltip_WQBaseMoveSpeed4
b90fec51 Tooltip_WQBaseMoveSpeed4Postfix
f5c92dd0 Tooltip_WQBaseMoveSpeed4Prefix
ff041de7 Tooltip_WQBaseMoveSpeed5
3b299bec Tooltip_WQBaseMoveSpeed5Postfix
4c1c81fb Tooltip_WQBaseMoveSpeed5Prefix
1ba2f4ba Tooltip_WQBaseMoveSpeedNL
5f038507 Tooltip_WQMoveSpeed
55ec22ae Tooltip_WWShieldAmount
73cb0433 Tooltip_WWShieldAmountBase
4a974f26 Tooltip_WWShieldAmountBase1
5d249a33 Tooltip_WWShieldAmountBase1Postfix
baf359a Tooltip_WWShieldAmountBase1Prefix
49974d93 Tooltip_WWShieldAmountBase2
969c64a8 Tooltip_WWShieldAmountBase2Postfix
31f46b87 Tooltip_WWShieldAmountBase2Prefix
48974c00 Tooltip_WWShieldAmountBase3
a1fa3dbd Tooltip_WWShieldAmountBase3Postfix
13e8da9c Tooltip_WWShieldAmountBase3Prefix
4f975705 Tooltip_WWShieldAmountBase4
b34996e2 Tooltip_WWShieldAmountBase4Postfix
173ed109 Tooltip_WWShieldAmountBase4Prefix
4e975572 Tooltip_WWShieldAmountBase5
917f5bcf Tooltip_WWShieldAmountBase5Postfix
7304cad6 Tooltip_WWShieldAmountBase5Prefix
b9128b51 Tooltip_WWShieldAmountBaseNL
1bb7b044 TootlipStatAmp
71699577 TornadoRange
dda10554 TornadoTicks
44692fb2 TotaDamage
4d092fd Total
8a30ad0 TotalAD
5e9d3258 TotalADDamageCalc
5a63f2d3 TotalADGain
e773bc68 TotalADPerHit
d03aede1 TotalADPercent
563bb723 TotalADRatio
d2013156 TotalADRatio1
41009a43 TotalADRatio1Postfix
42c6f5aa TotalADRatio1Prefix
d1012fc3 TotalADRatio2
d9d9f38 TotalADRatio2Postfix
309bc3d7 TotalADRatio2Prefix
d0012e30 TotalADRatio3
96f6130d TotalADRatio3Postfix
fbb9eac TotalADRatio3Prefix
d7013935 TotalADRatio4
ef400332 TotalADRatio4Postfix
93882bd9 TotalADRatio4Prefix
d60137a2 TotalADRatio5
d115a65f TotalADRatio5Postfix
c7a41c26 TotalADRatio5Prefix
d4731941 TotalADRatioNL
37f4546a TotalAPActual
d5c06e27 TotalAPRatio
ffa2fca5 TotalAS
1939cfc TotalAS1
7104a259 TotalAS1Postfix
36bb22f8 TotalAS1Prefix
493a1b5 TotalAS2
edda78b2 TotalAS2Postfix
dc435059 TotalAS2Prefix
393a022 TotalAS3
cfb01bdf TotalAS3Postfix
105f40a6 TotalAS3Prefix
fe939843 TotalAS4
c3814b8 TotalAS4Postfix
7956e857 TotalAS4Prefix
fd9396b0 TotalAS5
9590888d TotalAS5Postfix
5876c32c TotalAS5Prefix
c02e6657 TotalASActual
dcdeafe3 TotalASMod
848ec796 TotalASMod1
10dd5383 TotalASMod1Postfix
f490e7ea TotalASMod1Prefix
838ec603 TotalASMod2
b0ff9978 TotalASMod2Postfix
e2674917 TotalASMod2Prefix
828ec470 TotalASMod3
9f6f4c4d TotalASMod3Postfix
5b1737ec TotalASMod3Prefix
a818a201 TotalASModNL
de91747 TotalASNL
3a56bf2a TotalASValue
f18ed781 TotalASValue1
362a933e TotalASValue1Postfix
7d4c3bb5 TotalASValue1Prefix
ee8ed2c8 TotalASValue2
eeb883a5 TotalASValue2Postfix
c0ae7de4 TotalASValue2Prefix
2f435f20 TotalASValueNL
be692616 TotalActiveDamage
ca153c3e TotalAllyDamage
f605d99 TotalAllyMovementSpeed
a1e35a2d TotalAoEDamage
641794a6 TotalArmorShred
281ee9b5 TotalArmorShred1
bd4a10b2 TotalArmorShred1Postfix
b9345859 TotalArmorShred1Prefix
251ee4fc TotalArmorShred2
40743a59 TotalArmorShred2Postfix
13ac2af8 TotalArmorShred2Prefix
261ee68f TotalArmorShred3
dd32af34 TotalArmorShred3Postfix
3f5fe703 TotalArmorShred3Prefix
231ee1d6 TotalArmorShred4
f0aa7c3 TotalArmorShred4Postfix
6873222a TotalArmorShred4Prefix
241ee369 TotalArmorShred5
7ba966a6 TotalArmorShred5Postfix
afeef25d TotalArmorShred5Prefix
231d5c TotalArmorShredNL
19bffac7 TotalArmorTooltip
e03e3614 TotalAssistGold
64cf51d5 TotalAttackBonusDamage
3366529c TotalAttackPercentMissingHealth
9fe02272 TotalAttackRange
739bb20 TotalAttackSpeed
38b02ac1 TotalAttackSpeedFromStacks
fb0f3ced TotalAugmentedShieldValue
1319f201 TotalBaseDamage
41d84190 TotalBaseDamage1
9c7044ed TotalBaseDamage1Postfix
812a9c0c TotalBaseDamage1Prefix
44d84649 TotalBaseDamage2
df589c06 TotalBaseDamage2Postfix
cf72b23d TotalBaseDamage2Prefix
43d844b6 TotalBaseDamage3
9f330923 TotalBaseDamage3Postfix
b434600a TotalBaseDamage3Prefix
46d8496f TotalBaseDamage4
e908ed94 TotalBaseDamage4Postfix
352abee3 TotalBaseDamage4Prefix
45d847dc TotalBaseDamage5
77e2cbb9 TotalBaseDamage5Postfix
5cf492d8 TotalBaseDamage5Prefix
a60b7503 TotalBaseDamageNL
be21248a TotalBaseHeal
5471d897 TotalBolts
f943352d TotalBonusDamage
dc7aa688 TotalBonusDamageTOOLTIP
40769f4a TotalBonusFlatMonsterDamage
af6d44aa TotalBonusHealth
c75540a7 TotalBonusResists
c8f2acb1 TotalBurnDamage
f41a919a TotalCCDurationThreshold
e8783f TotalCastTime
3a24281b TotalChampionDamage
9037c062 TotalChillingDamage
f938ce68 TotalCounters
bf8388b0 TotalCritDamage
f39b14e6 TotalDPS
24ceef4c TotalDaisyAD
46e67e21 TotalDaisyHP
1ddee768 TotalDamage
5ee6311b TotalDamage1
48847750 TotalDamage1Postfix
e209862f TotalDamage1Prefix
5fe632ae TotalDamage2
f06baedb TotalDamage2Postfix
138ce2a2 TotalDamage2Prefix
60e63441 TotalDamage3
c450fefe TotalDamage3Postfix
12e1c375 TotalDamage3Prefix
62e63767 TotalDamage5
e1cd30a2 TotalDamageActive
ee130656 TotalDamageBig
cdbcb75 TotalDamageCalc
6df029ac TotalDamageCrit
1369285e TotalDamageEmpowered
615a779b TotalDamageFirstSlash
febfd8ac TotalDamageInc
af87ec29 TotalDamageMark
c202d746 TotalDamageMax
52fe101f TotalDamageMinTooltip
a06afe5e TotalDamageMonster
d891193a TotalDamageNL
8786ee87 TotalDamageNoCrit
b27a6a1b TotalDamageOffTargetTooltip
7a5be266 TotalDamageOnHIt
9ce452fe TotalDamageOverDuration
f985dcf2 TotalDamageOverTimeTooltip
e11b40fd TotalDamagePassive
fd1ba675 TotalDamagePassiveCrit
583ac3a0 TotalDamagePerHit
14fb8a67 TotalDamagePerSecond
4c42455d TotalDamageSecondSlash
6c52a28d TotalDamageSlamDown
bcc89a20 TotalDamageTT
f2cbde43 TotalDamageTooltip
e927e79d TotalDamageTooltipOnly
5abc5b7f TotalDamage_Jade
d1c3872a TotalDamagewithSpell
5bf97a8 TotalDashDamage
87106333 TotalDeathGold
6a342d88 TotalDefenses
8200205f TotalDemolishTIme
f5bd40f9 TotalDetonationDamage
5930d0b5 TotalDiminuendoWeakenPercent
76d90019 TotalDotDamage
607e3955 TotalDuration
faca25bc TotalEVamp
2c6588b TotalEarnedBountyGold
e33254fc TotalEmpoweredDamage
ff4bf141 TotalExecuteDamage
c25bda89 TotalExplosionDamage
f899a2e8 TotalExtraArmor
b5be7edd TotalFarmingGold
8f13c14f TotalFlatDamage
ba19995a TotalFlatDamage1
de840d17 TotalFlatDamage1Postfix
abe83c9e TotalFlatDamage1Prefix
b91997c7 TotalFlatDamage2
b4eb624c TotalFlatDamage2Postfix
3fa11edb TotalFlatDamage2Prefix
b8199634 TotalFlatDamage3
354daeb1 TotalFlatDamage3Postfix
e94dcab0 TotalFlatDamage3Prefix
b71994a1 TotalFlatDamage4
b28275de TotalFlatDamage4Postfix
2bf5e0d5 TotalFlatDamage4Prefix
b619930e TotalFlatDamage5
1e08adbb TotalFlatDamage5Postfix
15ceb402 TotalFlatDamage5Prefix
2d656c4d TotalFlatDamageNL
3b7e3a04 TotalForceTT
9911b63b TotalGivenBountyGold
a2ff76d TotalGoldPerProcTooltip
c150a188 TotalHaste
3d3d6f53 TotalHeal
c9b65746 TotalHeal1
fd5a09d3 TotalHeal1Postfix
36f13aba TotalHeal1Prefix
c8b655b3 TotalHeal2
65d12948 TotalHeal2Postfix
b5eeada7 TotalHeal2Prefix
